x,f(x)
0,3.931036093090615
1,3.930832478826249
2,3.930628769077162
3,3.930424963753770
4,3.930221062766357
5,3.930017066025087
6,3.929812973439994
7,3.929608784920985
8,3.929404500377840
9,3.929200119720213
10,3.928995642857630
11,3.928791069699488
12,3.928586400155057
13,3.928381634133479
14,3.928176771543767
15,3.927971812294805
16,3.927766756295348
17,3.927561603454023
18,3.927356353679325
19,3.927151006879622
20,3.926945562963151
21,3.926740021838017
22,3.926534383412197
23,3.926328647593537
24,3.926122814289751
25,3.925916883408421
26,3.925710854857000
27,3.925504728542808
28,3.925298504373032
29,3.925092182254728
30,3.924885762094820
31,3.924679243800099
32,3.924472627277221
33,3.924265912432711
34,3.924059099172961
35,3.923852187404226
36,3.923645177032631
37,3.923438067964165
38,3.923230860104681
39,3.923023553359900
40,3.922816147635405
41,3.922608642836647
42,3.922401038868940
43,3.922193335637461
44,3.921985533047252
45,3.921777631003218
46,3.921569629410130
47,3.921361528172619
48,3.921153327195181
49,3.920945026382173
50,3.920736625637815
51,3.920528124866190
52,3.920319523971242
53,3.920110822856777
54,3.919902021426461
55,3.919693119583823
56,3.919484117232252
57,3.919275014274996
58,3.919065810615166
59,3.918856506155731
60,3.918647100799521
61,3.918437594449224
62,3.918227987007389
63,3.918018278376421
64,3.917808468458586
65,3.917598557156009
66,3.917388544370671
67,3.917178430004411
68,3.916968213958926
69,3.916757896135772
70,3.916547476436360
71,3.916336954761957
72,3.916126331013688
73,3.915915605092534
74,3.915704776899331
75,3.915493846334771
76,3.915282813299401
77,3.915071677693625
78,3.914860439417698
79,3.914649098371733
80,3.914437654455695
81,3.914226107569404
82,3.914014457612533
83,3.913802704484609
84,3.913590848085010
85,3.913378888312971
86,3.913166825067574
87,3.912954658247756
88,3.912742387752308
89,3.912530013479869
90,3.912317535328931
91,3.912104953197836
92,3.911892266984778
93,3.911679476587800
94,3.911466581904797
95,3.911253582833512
96,3.911040479271540
97,3.910827271116320
98,3.910613958265147
99,3.910400540615159
100,3.910187018063346
101,3.909973390506543
102,3.909759657841436
103,3.909545819964555
104,3.909331876772280
105,3.909117828160837
106,3.908903674026298
107,3.908689414264581
108,3.908475048771451
109,3.908260577442519
110,3.908046000173238
111,3.907831316858912
112,3.907616527394683
113,3.907401631675544
114,3.907186629596326
115,3.906971521051707
116,3.906756305936209
117,3.906540984144197
118,3.906325555569876
119,3.906110020107298
120,3.905894377650353
121,3.905678628092776
122,3.905462771328142
123,3.905246807249868
124,3.905030735751212
125,3.904814556725272
126,3.904598270064988
127,3.904381875663137
128,3.904165373412340
129,3.903948763205052
130,3.903732044933573
131,3.903515218490037
132,3.903298283766419
133,3.903081240654531
134,3.902864089046024
135,3.902646828832384
136,3.902429459904937
137,3.902211982154845
138,3.901994395473106
139,3.901776699750553
140,3.901558894877856
141,3.901340980745522
142,3.901122957243891
143,3.900904824263139
144,3.900686581693276
145,3.900468229424146
146,3.900249767345426
147,3.900031195346630
148,3.899812513317101
149,3.899593721146017
150,3.899374818722388
151,3.899155805935058
152,3.898936682672698
153,3.898717448823816
154,3.898498104276749
155,3.898278648919662
156,3.898059082640556
157,3.897839405327257
158,3.897619616867424
159,3.897399717148543
160,3.897179706057933
161,3.896959583482736
162,3.896739349309928
163,3.896519003426309
164,3.896298545718509
165,3.896077976072985
166,3.895857294376020
167,3.895636500513725
168,3.895415594372035
169,3.895194575836714
170,3.894973444793350
171,3.894752201127355
172,3.894530844723968
173,3.894309375468252
174,3.894087793245094
175,3.893866097939203
176,3.893644289435115
177,3.893422367617186
178,3.893200332369597
179,3.892978183576348
180,3.892755921121266
181,3.892533544887994
182,3.892311054760001
183,3.892088450620575
184,3.891865732352823
185,3.891642899839676
186,3.891419952963880
187,3.891196891608004
188,3.890973715654435
189,3.890750424985378
190,3.890527019482857
191,3.890303499028714
192,3.890079863504609
193,3.889856112792017
194,3.889632246772233
195,3.889408265326366
196,3.889184168335341
197,3.888959955679901
198,3.888735627240602
199,3.888511182897816
200,3.888286622531728
201,3.888061946022340
202,3.887837153249464
203,3.887612244092730
204,3.887387218431576
205,3.887162076145257
206,3.886936817112836
207,3.886711441213192
208,3.886485948325013
209,3.886260338326797
210,3.886034611096856
211,3.885808766513310
212,3.885582804454088
213,3.885356724796930
214,3.885130527419386
215,3.884904212198812
216,3.884677779012375
217,3.884451227737046
218,3.884224558249609
219,3.883997770426650
220,3.883770864144565
221,3.883543839279553
222,3.883316695707622
223,3.883089433304584
224,3.882862051946057
225,3.882634551507462
226,3.882406931864025
227,3.882179192890776
228,3.881951334462549
229,3.881723356453979
230,3.881495258739506
231,3.881267041193370
232,3.881038703689614
233,3.880810246102082
234,3.880581668304420
235,3.880352970170072
236,3.880124151572283
237,3.879895212384100
238,3.879666152478366
239,3.879436971727725
240,3.879207670004617
241,3.878978247181283
242,3.878748703129759
243,3.878519037721880
244,3.878289250829275
245,3.878059342323372
246,3.877829312075395
247,3.877599159956359
248,3.877368885837080
249,3.877138489588164
250,3.876907971080013
251,3.876677330182821
252,3.876446566766579
253,3.876215680701065
254,3.875984671855855
255,3.875753540100313
256,3.875522285303596
257,3.875290907334652
258,3.875059406062218
259,3.874827781354824
260,3.874596033080786
261,3.874364161108213
262,3.874132165305000
263,3.873900045538832
264,3.873667801677179
265,3.873435433587302
266,3.873202941136246
267,3.872970324190846
268,3.872737582617718
269,3.872504716283268
270,3.872271725053685
271,3.872038608794943
272,3.871805367372799
273,3.871572000652798
274,3.871338508500262
275,3.871104890780300
276,3.870871147357803
277,3.870637278097441
278,3.870403282863669
279,3.870169161520722
280,3.869934913932613
281,3.869700539963138
282,3.869466039475870
283,3.869231412334162
284,3.868996658401147
285,3.868761777539734
286,3.868526769612611
287,3.868291634482241
288,3.868056372010865
289,3.867820982060501
290,3.867585464492942
291,3.867349819169755
292,3.867114045952281
293,3.866878144701640
294,3.866642115278720
295,3.866405957544185
296,3.866169671358472
297,3.865933256581787
298,3.865696713074113
299,3.865460040695200
300,3.865223239304569
301,3.864986308761513
302,3.864749248925095
303,3.864512059654144
304,3.864274740807261
305,3.864037292242814
306,3.863799713818938
307,3.863562005393537
308,3.863324166824278
309,3.863086197968599
310,3.862848098683700
311,3.862609868826548
312,3.862371508253875
313,3.862133016822173
314,3.861894394387703
315,3.861655640806486
316,3.861416755934307
317,3.861177739626711
318,3.860938591739006
319,3.860699312126261
320,3.860459900643306
321,3.860220357144728
322,3.859980681484877
323,3.859740873517860
324,3.859500933097542
325,3.859260860077546
326,3.859020654311255
327,3.858780315651803
328,3.858539843952085
329,3.858299239064750
330,3.858058500842203
331,3.857817629136601
332,3.857576623799858
333,3.857335484683640
334,3.857094211639366
335,3.856852804518206
336,3.856611263171085
337,3.856369587448677
338,3.856127777201407
339,3.855885832279451
340,3.855643752532732
341,3.855401537810927
342,3.855159187963455
343,3.854916702839489
344,3.854674082287944
345,3.854431326157488
346,3.854188434296528
347,3.853945406553223
348,3.853702242775472
349,3.853458942810923
350,3.853215506506965
351,3.852971933710732
352,3.852728224269097
353,3.852484378028682
354,3.852240394835844
355,3.851996274536686
356,3.851752016977047
357,3.851507622002509
358,3.851263089458394
359,3.851018419189759
360,3.850773611041403
361,3.850528664857859
362,3.850283580483400
363,3.850038357762034
364,3.849792996537505
365,3.849547496653292
366,3.849301857952608
367,3.849056080278400
368,3.848810163473350
369,3.848564107379872
370,3.848317911840110
371,3.848071576695943
372,3.847825101788977
373,3.847578486960553
374,3.847331732051738
375,3.847084836903329
376,3.846837801355852
377,3.846590625249561
378,3.846343308424435
379,3.846095850720184
380,3.845848251976240
381,3.845600512031763
382,3.845352630725635
383,3.845104607896464
384,3.844856443382581
385,3.844608137022041
386,3.844359688652620
387,3.844111098111814
388,3.843862365236843
389,3.843613489864646
390,3.843364471831881
391,3.843115310974926
392,3.842866007129878
393,3.842616560132549
394,3.842366969818471
395,3.842117236022890
396,3.841867358580770
397,3.841617337326789
398,3.841367172095339
399,3.841116862720528
400,3.840866409036173
401,3.840615810875809
402,3.840365068072677
403,3.840114180459733
404,3.839863147869643
405,3.839611970134782
406,3.839360647087235
407,3.839109178558793
408,3.838857564380958
409,3.838605804384938
410,3.838353898401647
411,3.838101846261705
412,3.837849647795436
413,3.837597302832872
414,3.837344811203744
415,3.837092172737488
416,3.836839387263244
417,3.836586454609852
418,3.836333374605852
419,3.836080147079487
420,3.835826771858696
421,3.835573248771119
422,3.835319577644094
423,3.835065758304657
424,3.834811790579540
425,3.834557674295171
426,3.834303409277672
427,3.834048995352861
428,3.833794432346251
429,3.833539720083047
430,3.833284858388145
431,3.833029847086135
432,3.832774686001297
433,3.832519374957601
434,3.832263913778707
435,3.832008302287964
436,3.831752540308408
437,3.831496627662763
438,3.831240564173440
439,3.830984349662536
440,3.830727983951832
441,3.830471466862795
442,3.830214798216573
443,3.829957977833999
444,3.829701005535589
445,3.829443881141538
446,3.829186604471722
447,3.828929175345698
448,3.828671593582703
449,3.828413859001650
450,3.828155971421129
451,3.827897930659411
452,3.827639736534439
453,3.827381388863833
454,3.827122887464887
455,3.826864232154569
456,3.826605422749520
457,3.826346459066053
458,3.826087340920153
459,3.825828068127475
460,3.825568640503343
461,3.825309057862752
462,3.825049320020364
463,3.824789426790508
464,3.824529377987181
465,3.824269173424045
466,3.824008812914427
467,3.823748296271317
468,3.823487623307373
469,3.823226793834911
470,3.822965807665910
471,3.822704664612011
472,3.822443364484514
473,3.822181907094379
474,3.821920292252226
475,3.821658519768329
476,3.821396589452622
477,3.821134501114694
478,3.820872254563791
479,3.820609849608811
480,3.820347286058306
481,3.820084563720481
482,3.819821682403195
483,3.819558641913955
484,3.819295442059919
485,3.819032082647895
486,3.818768563484340
487,3.818504884375359
488,3.818241045126701
489,3.817977045543763
490,3.817712885431587
491,3.817448564594860
492,3.817184082837912
493,3.816919439964713
494,3.816654635778877
495,3.816389670083660
496,3.816124542681954
