x,f(x)
0,3.954333574706436
1,3.954195264225923
2,3.954056917025159
3,3.953918533084852
4,3.953780112385688
5,3.953641654908341
6,3.953503160633467
7,3.953364629541707
8,3.953226061613686
9,3.953087456830012
10,3.952948815171276
11,3.952810136618057
12,3.952671421150913
13,3.952532668750390
14,3.952393879397014
15,3.952255053071298
16,3.952116189753738
17,3.951977289424812
18,3.951838352064983
19,3.951699377654699
20,3.951560366174390
21,3.951421317604471
22,3.951282231925339
23,3.951143109117376
24,3.951003949160947
25,3.950864752036402
26,3.950725517724072
27,3.950586246204275
28,3.950446937457309
29,3.950307591463459
30,3.950168208202990
31,3.950028787656153
32,3.949889329803182
33,3.949749834624295
34,3.949610302099691
35,3.949470732209556
36,3.949331124934056
37,3.949191480253344
38,3.949051798147552
39,3.948912078596799
40,3.948772321581187
41,3.948632527080798
42,3.948492695075702
43,3.948352825545949
44,3.948212918471572
45,3.948072973832591
46,3.947932991609005
47,3.947792971780798
48,3.947652914327938
49,3.947512819230373
50,3.947372686468039
51,3.947232516020851
52,3.947092307868708
53,3.946952061991494
54,3.946811778369073
55,3.946671456981296
56,3.946531097807993
57,3.946390700828979
58,3.946250266024052
59,3.946109793372993
60,3.945969282855564
61,3.945828734451513
62,3.945688148140569
63,3.945547523902444
64,3.945406861716833
65,3.945266161563414
66,3.945125423421848
67,3.944984647271778
68,3.944843833092831
69,3.944702980864616
70,3.944562090566723
71,3.944421162178729
72,3.944280195680189
73,3.944139191050644
74,3.943998148269617
75,3.943857067316611
76,3.943715948171115
77,3.943574790812599
78,3.943433595220516
79,3.943292361374300
80,3.943151089253371
81,3.943009778837128
82,3.942868430104954
83,3.942727043036214
84,3.942585617610255
85,3.942444153806409
86,3.942302651603987
87,3.942161110982284
88,3.942019531920577
89,3.941877914398126
90,3.941736258394172
91,3.941594563887940
92,3.941452830858636
93,3.941311059285448
94,3.941169249147548
95,3.941027400424087
96,3.940885513094202
97,3.940743587137008
98,3.940601622531607
99,3.940459619257079
100,3.940317577292487
101,3.940175496616878
102,3.940033377209279
103,3.939891219048699
104,3.939749022114131
105,3.939606786384548
106,3.939464511838905
107,3.939322198456141
108,3.939179846215174
109,3.939037455094905
110,3.938895025074218
111,3.938752556131978
112,3.938610048247032
113,3.938467501398208
114,3.938324915564317
115,3.938182290724149
116,3.938039626856481
117,3.937896923940067
118,3.937754181953644
119,3.937611400875930
120,3.937468580685628
121,3.937325721361418
122,3.937182822881964
123,3.937039885225912
124,3.936896908371889
125,3.936753892298502
126,3.936610836984341
127,3.936467742407979
128,3.936324608547968
129,3.936181435382840
130,3.936038222891114
131,3.935894971051284
132,3.935751679841831
133,3.935608349241213
134,3.935464979227870
135,3.935321569780227
136,3.935178120876686
137,3.935034632495631
138,3.934891104615429
139,3.934747537214427
140,3.934603930270954
141,3.934460283763318
142,3.934316597669811
143,3.934172871968704
144,3.934029106638250
145,3.933885301656683
146,3.933741457002218
147,3.933597572653051
148,3.933453648587358
149,3.933309684783298
150,3.933165681219009
151,3.933021637872610
152,3.932877554722204
153,3.932733431745870
154,3.932589268921671
155,3.932445066227651
