x,f(x),meta
0,1.435066020342755,0
1,1.435043209165636,0
2,1.435020392358650,0
3,1.434997569919106,0
4,1.434974741844309,0
5,1.434951908131564,0
6,1.434929068778173,0
7,1.434906223781436,0
8,1.434883373138652,0
9,1.434860516847118,0
10,1.434837654904127,0
11,1.434814787306973,0
12,1.434791914052947,0
13,1.434769035139337,0
14,1.434746150563431,0
15,1.434723260322514,0
16,1.434700364413867,0
17,1.434677462834774,0
18,1.434654555582514,0
19,1.434631642654362,0
20,1.434608724047596,0
21,1.434585799759488,0
22,1.434562869787310,0
23,1.434539934128332,0
24,1.434516992779820,0
25,1.434494045739042,0
26,1.434471093003261,0
27,1.434448134569738,0
28,1.434425170435734,0
29,1.434402200598506,0
30,1.434379225055310,0
31,1.434356243803402,0
32,1.434333256840031,0
33,1.434310264162449,0
34,1.434287265767904,0
35,1.434264261653643,0
36,1.434241251816908,0
37,1.434218236254943,0
38,1.434195214964988,0
39,1.434172187944282,0
40,1.434149155190060,0
41,1.434126116699557,0
42,1.434103072470006,0
43,1.434080022498636,0
44,1.434056966782677,0
45,1.434033905319356,0
46,1.434010838105895,0
47,1.433987765139519,0
48,1.433964686417448,0
49,1.433941601936899,0
50,1.433918511695091,0
51,1.433895415689237,0
52,1.433872313916550,0
53,1.433849206374241,0
54,1.433826093059518,0
55,1.433802973969588,0
56,1.433779849101655,0
57,1.433756718452923,0
58,1.433733582020591,0
59,1.433710439801859,0
60,1.433687291793923,0
61,1.433664137993978,0
62,1.433640978399216,0
63,1.433617813006828,0
64,1.433594641814002,0
65,1.433571464817925,0
66,1.433548282015782,0
67,1.433525093404754,0
68,1.433501898982024,0
69,1.433478698744768,0
70,1.433455492690163,0
71,1.433432280815385,0
72,1.433409063117605,0
73,1.433385839593993,0
74,1.433362610241718,0
75,1.433339375057947,0
76,1.433316134039843,0
77,1.433292887184568,0
78,1.433269634489284,0
79,1.433246375951147,0
80,1.433223111567314,0
81,1.433199841334940,0
82,1.433176565251176,0
83,1.433153283313172,0
84,1.433129995518075,0
85,1.433106701863033,0
86,1.433083402345187,0
87,1.433060096961682,0
88,1.433036785709655,0
89,1.433013468586244,0
90,1.432990145588586,0
91,1.432966816713813,0
92,1.432943481959056,0
93,1.432920141321447,0
94,1.432896794798110,0
95,1.432873442386172,0
96,1.432850084082756,0
97,1.432826719884982,0
98,1.432803349789971,0
99,1.432779973794838,0
100,1.432756591896698,0
101,1.432733204092664,0
102,1.432709810379847,0
103,1.432686410755355,0
104,1.432663005216294,0
105,1.432639593759769,0
106,1.432616176382883,0
107,1.432592753082734,0
108,1.432569323856422,0
109,1.432545888701042,0
110,1.432522447613689,0
111,1.432499000591452,0
112,1.432475547631424,0
113,1.432452088730690,0
114,1.432428623886336,0
115,1.432405153095446,0
116,1.432381676355100,0
117,1.432358193662379,0
118,1.432334705014357,0
119,1.432311210408112,0
120,1.432287709840714,0
121,1.432264203309235,0
122,1.432240690810743,0
123,1.432217172342305,0
124,1.432193647900984,0
125,1.432170117483842,0
126,1.432146581087939,0
127,1.432123038710335,0
128,1.432099490348082,0
129,1.432075935998236,0
130,1.432052375657847,0
131,1.432028809323966,0
132,1.432005236993638,0
133,1.431981658663908,0
134,1.431958074331820,0
135,1.431934483994413,0
136,1.431910887648727,0
137,1.431887285291797,0
138,1.431863676920658,0
139,1.431840062532342,0
140,1.431816442123877,0
141,1.431792815692293,0
142,1.431769183234613,0
143,1.431745544747862,0
144,1.431721900229061,0
145,1.431698249675229,0
146,1.431674593083381,0
147,1.431650930450533,0
148,1.431627261773697,0
149,1.431603587049884,0
150,1.431579906276100,0
151,1.431556219449353,0
152,1.431532526566645,0
153,1.431508827624978,0
154,1.431485122621352,0
155,1.431461411552762,0
156,1.431437694416205,0
157,1.431413971208672,0
158,1.431390241927155,0
159,1.431366506568641,0
160,1.431342765130116,0
161,1.431319017608564,0
162,1.431295264000967,0
163,1.431271504304303,0
164,1.431247738515551,0
165,1.431223966631685,0
166,1.431200188649678,0
167,1.431176404566500,0
168,1.431152614379120,0
169,1.431128818084503,0
170,1.431105015679613,0
171,1.431081207161413,0
172,1.431057392526861,0
173,1.431033571772914,0
174,1.431009744896527,0
175,1.430985911894653,0
176,1.430962072764243,0
177,1.430938227502244,0
178,1.430914376105602,0
179,1.430890518571260,0
180,1.430866654896162,0
181,1.430842785077244,0
182,1.430818909111445,0
183,1.430795026995699,0
184,1.430771138726938,0
185,1.430747244302093,0
186,1.430723343718091,0
187,1.430699436971857,0
188,1.430675524060316,0
189,1.430651604980387,0
190,1.430627679728991,0
191,1.430603748303043,0
192,1.430579810699458,0
193,1.430555866915147,0
194,1.430531916947020,0
195,1.430507960791985,0
196,1.430483998446946,0
197,1.430460029908807,0
198,1.430436055174467,0
199,1.430412074240825,0
200,1.430388087104778,0
201,1.430364093763218,0
202,1.430340094213036,0
203,1.430316088451123,0
204,1.430292076474364,0
205,1.430268058279644,0
206,1.430244033863846,0
207,1.430220003223847,0
208,1.430195966356528,0
209,1.430171923258761,0
210,1.430147873927421,0
211,1.430123818359377,0
212,1.430099756551499,0
213,1.430075688500651,0
214,1.430051614203698,0
215,1.430027533657499,0
216,1.430003446858916,0
217,1.429979353804803,0
218,1.429955254492016,0
219,1.429931148917405,0
220,1.429907037077820,0
221,1.429882918970110,0
222,1.429858794591118,0
223,1.429834663937687,0
224,1.429810527006657,0
225,1.429786383794866,0
226,1.429762234299149,0
227,1.429738078516340,0
228,1.429713916443268,0
229,1.429689748076764,0
230,1.429665573413651,0
231,1.429641392450755,0
232,1.429617205184896,0
233,1.429593011612893,0
234,1.429568811731563,0
235,1.429544605537719,0
236,1.429520393028175,0
237,1.429496174199738,0
238,1.429471949049216,0
239,1.429447717573414,0
240,1.429423479769133,0
241,1.429399235633174,0
242,1.429374985162334,0
243,1.429350728353408,0
244,1.429326465203189,0
245,1.429302195708466,0
246,1.429277919866029,0
247,1.429253637672662,0
248,1.429229349125148,0
249,1.429205054220268,0
250,1.429180752954800,0
251,1.429156445325520,0
252,1.429132131329201,0
253,1.429107810962614,0
254,1.429083484222529,0
255,1.429059151105710,0
256,1.429034811608922,0
257,1.429010465728925,0
258,1.428986113462480,0
259,1.428961754806341,0
260,1.428937389757264,0
261,1.428913018312000,0
262,1.428888640467297,0
263,1.428864256219902,0
264,1.428839865566560,0
265,1.428815468504013,0
266,1.428791065028999,0
267,1.428766655138256,0
268,1.428742238828518,0
269,1.428717816096516,0
270,1.428693386938981,0
271,1.428668951352639,0
272,1.428644509334216,0
273,1.428620060880432,0
274,1.428595605988008,0
275,1.428571144653662,0
276,1.428546676874106,0
277,1.428522202646054,0
278,1.428497721966216,0
279,1.428473234831299,0
280,1.428448741238007,0
281,1.428424241183043,0
282,1.428399734663106,0
283,1.428375221674894,0
284,1.428350702215102,0
285,1.428326176280422,0
286,1.428301643867543,0
287,1.428277104973154,0
288,1.428252559593938,0
289,1.428228007726579,0
290,1.428203449367756,0
291,1.428178884514145,0
292,1.428154313162423,0
293,1.428129735309261,0
294,1.428105150951329,0
295,1.428080560085294,0
296,1.428055962707821,0
297,1.428031358815572,0
298,1.428006748405207,0
299,1.427982131473382,0
300,1.427957508016753,0
301,1.427932878031971,0
302,1.427908241515686,0
303,1.427883598464545,0
304,1.427858948875191,0
305,1.427834292744268,0
306,1.427809630068414,0
307,1.427784960844266,0
308,1.427760285068458,0
309,1.427735602737622,0
310,1.427710913848388,0
311,1.427686218397380,0
312,1.427661516381224,0
313,1.427636807796541,0
314,1.427612092639950,0
315,1.427587370908067,0
316,1.427562642597505,0
317,1.427537907704876,0
318,1.427513166226788,0
319,1.427488418159847,0
320,1.427463663500657,0
321,1.427438902245817,0
322,1.427414134391928,0
323,1.427389359935583,0
324,1.427364578873376,0
325,1.427339791201898,0
326,1.427314996917735,0
327,1.427290196017475,0
328,1.427265388497697,0
329,1.427240574354984,0
330,1.427215753585912,0
331,1.427190926187056,0
332,1.427166092154988,0
333,1.427141251486277,0
334,1.427116404177490,0
335,1.427091550225193,0
336,1.427066689625946,0
337,1.427041822376308,0
338,1.427016948472836,0
339,1.426992067912082,0
340,1.426967180690600,0
341,1.426942286804937,0
342,1.426917386251638,0
343,1.426892479027247,0
344,1.426867565128304,0
345,1.426842644551348,0
346,1.426817717292914,0
347,1.426792783349533,0
348,1.426767842717736,0
349,1.426742895394051,0
350,1.426717941375001,0
351,1.426692980657109,0
352,1.426668013236893,0
353,1.426643039110871,0
354,1.426618058275557,0
355,1.426593070727461,0
356,1.426568076463091,0
357,1.426543075478955,0
358,1.426518067771555,0
359,1.426493053337391,0
360,1.426468032172961,0
361,1.426443004274760,0
362,1.426417969639282,0
363,1.426392928263015,0
364,1.426367880142446,0
365,1.426342825274059,0
366,1.426317763654337,0
367,1.426292695279758,0
368,1.426267620146798,0
369,1.426242538251930,0
370,1.426217449591626,0
371,1.426192354162353,0
372,1.426167251960576,0
373,1.426142142982759,0
374,1.426117027225360,0
375,1.426091904684837,0
376,1.426066775357645,0
377,1.426041639240234,0
378,1.426016496329054,0
379,1.425991346620551,0
380,1.425966190111167,0
381,1.425941026797345,0
382,1.425915856675521,0
383,1.425890679742130,0
384,1.425865495993606,0
385,1.425840305426377,0
386,1.425815108036871,0
387,1.425789903821510,0
388,1.425764692776718,0
389,1.425739474898912,0
390,1.425714250184508,0
391,1.425689018629919,0
392,1.425663780231554,0
393,1.425638534985822,0
394,1.425613282889127,0
395,1.425588023937871,0
396,1.425562758128453,0
397,1.425537485457269,0
398,1.425512205920712,0
399,1.425486919515174,0
400,1.425461626237041,0
401,1.425436326082700,0
402,1.425411019048531,0
403,1.425385705130915,0
404,1.425360384326228,0
405,1.425335056630844,0
406,1.425309722041134,0
407,1.425284380553465,0
408,1.425259032164204,0
409,1.425233676869712,0
410,1.425208314666350,0
411,1.425182945550474,0
412,1.425157569518437,0
413,1.425132186566592,0
414,1.425106796691286,0
415,1.425081399888865,0
416,1.425055996155671,0
417,1.425030585488044,0
418,1.425005167882321,0
419,1.424979743334835,0
420,1.424954311841919,0
421,1.424928873399900,0
422,1.424903428005104,0
423,1.424877975653852,0
424,1.424852516342466,0
425,1.424827050067261,0
426,1.424801576824552,0
427,1.424776096610649,0
428,1.424750609421860,0
429,1.424725115254492,0
430,1.424699614104846,0
431,1.424674105969221,0
432,1.424648590843915,0
433,1.424623068725220,0
434,1.424597539609428,0
435,1.424572003492826,0
436,1.424546460371700,0
437,1.424520910242332,0
438,1.424495353100999,0
439,1.424469788943979,0
440,1.424444217767546,0
441,1.424418639567968,0
442,1.424393054341514,0
443,1.424367462084449,0
444,1.424341862793032,0
445,1.424316256463525,0
446,1.424290643092181,0
447,1.424265022675254,0
448,1.424239395208993,0
449,1.424213760689646,0
450,1.424188119113456,0
451,1.424162470476664,0
452,1.424136814775507,0
453,1.424111152006222,0
454,1.424085482165040,0
455,1.424059805248191,0
456,1.424034121251899,0
457,1.424008430172389,0
458,1.423982732005880,0
459,1.423957026748590,0
460,1.423931314396732,0
461,1.423905594946519,0
462,1.423879868394158,0
463,1.423854134735855,0
464,1.423828393967810,0
465,1.423802646086226,0
466,1.423776891087296,0
467,1.423751128967214,0
468,1.423725359722171,0
469,1.423699583348354,0
470,1.423673799841946,0
471,1.423648009199130,0
472,1.423622211416083,0
473,1.423596406488980,0
474,1.423570594413994,0
475,1.423544775187293,0
476,1.423518948805043,0
477,1.423493115263408,0
478,1.423467274558547,0
479,1.423441426686618,0
480,1.423415571643774,0
481,1.423389709426166,0
482,1.423363840029941,0
483,1.423337963451246,0
484,1.423312079686220,0
485,1.423286188731002,0
486,1.423260290581730,0
487,1.423234385234533,0
488,1.423208472685543,0
489,1.423182552930885,0
490,1.423156625966683,0
